id,display_name,works_api_url,h_index,works_count,country--code
https://openalex.org/A5039256697,Anna Rogers,https://api.openalex.org/works?filter=author.id:A5039256697,25,76,DK
https://openalex.org/A5091783761,Anna Sapienza,https://api.openalex.org/works?filter=author.id:A5091783761,13,42,IT
https://openalex.org/A5061454360,Anna Sára Ligeti,https://api.openalex.org/works?filter=author.id:A5061454360,2,11,HU
https://openalex.org/A5102733770,Anna Seo Gyeong Choi,https://api.openalex.org/works?filter=author.id:A5102733770,2,6,US
https://openalex.org/A5061225686,Anna Sokolova,https://api.openalex.org/works?filter=author.id:A5061225686,24,143,RU
https://openalex.org/A5063995659,Annapaola Marconi,https://api.openalex.org/works?filter=author.id:A5063995659,23,131,IT
https://openalex.org/A5020916633,Anne Cathrine Linder,https://api.openalex.org/works?filter=author.id:A5020916633,5,21,DK
https://openalex.org/A5047632353,Antonin Pottier,https://api.openalex.org/works?filter=author.id:A5047632353,13,125,DE
https://openalex.org/A5033797206,Antonio Bucchiarone,https://api.openalex.org/works?filter=author.id:A5033797206,26,244,IT
https://openalex.org/A5045033500,Antonio Desiderio,https://api.openalex.org/works?filter=author.id:A5045033500,4,15,IT
https://openalex.org/A5078906245,Antonio Longa,https://api.openalex.org/works?filter=author.id:A5078906245,7,34,IT
https://openalex.org/A5104105294,Antonio Rojas,https://api.openalex.org/works?filter=author.id:A5104105294,6,36,CL
https://openalex.org/A5084285249,Antti Gronow,https://api.openalex.org/works?filter=author.id:A5084285249,14,59,FI
https://openalex.org/A5089890523,Anubhab Das,https://api.openalex.org/works?filter=author.id:A5089890523,4,11,IN
https://openalex.org/A5091669275,Anya Hommadova Lu,https://api.openalex.org/works?filter=author.id:A5091669275,4,12,US
https://openalex.org/A5058670333,Armando Bazzani,https://api.openalex.org/works?filter=author.id:A5058670333,19,209,IT
https://openalex.org/A5080502439,Armin Pournaki,https://api.openalex.org/works?filter=author.id:A5080502439,4,16,DE
https://openalex.org/A5005519980,Arnault Chatelain,https://api.openalex.org/works?filter=author.id:A5005519980,3,3,FR
https://openalex.org/A5025112887,Artem Kuriksha,https://api.openalex.org/works?filter=author.id:A5025112887,2,5,US
https://openalex.org/A5102263958,Artem Volgin,https://api.openalex.org/works?filter=author.id:A5102263958,1,2,RU
https://openalex.org/A5037685416,Arti Thakur,https://api.openalex.org/works?filter=author.id:A5037685416,4,18,IN
https://openalex.org/A5000213324,Arun Frey,https://api.openalex.org/works?filter=author.id:A5000213324,8,16,US
https://openalex.org/A5051438718,Ashley Francisco,https://api.openalex.org/works?filter=author.id:A5051438718,2,8,US
https://openalex.org/A5029294803,Ashley Muddiman,https://api.openalex.org/works?filter=author.id:A5029294803,18,46,US
https://openalex.org/A5091981124,Athina Anastasiadou,https://api.openalex.org/works?filter=author.id:A5091981124,2,6,NL
https://openalex.org/A5065544460,Attila Varga,https://api.openalex.org/works?filter=author.id:A5065544460,30,211,HU
https://openalex.org/A5001097474,Atushi Ishikawa,https://api.openalex.org/works?filter=author.id:A5001097474,11,112,JP
https://openalex.org/A5074722895,Avi Gamoran,https://api.openalex.org/works?filter=author.id:A5074722895,3,11,IL
https://openalex.org/A5043526874,Aymeric Luneau,https://api.openalex.org/works?filter=author.id:A5043526874,2,16,FR
https://openalex.org/A5030641600,Babak Heydari,https://api.openalex.org/works?filter=author.id:A5030641600,20,97,MX
https://openalex.org/A5006113711,Bad Bunny,https://api.openalex.org/works?filter=author.id:A5006113711,0,1,Unknown
https://openalex.org/A5049607869,Bahador Bahrami,https://api.openalex.org/works?filter=author.id:A5049607869,34,135,DE
https://openalex.org/A5088501882,Bahareh Sarrafzadeh,https://api.openalex.org/works?filter=author.id:A5088501882,6,23,US
https://openalex.org/A5009108675,Bailey K. Fosdick,https://api.openalex.org/works?filter=author.id:A5009108675,19,120,US
https://openalex.org/A5043896739,Balaraju Battu,https://api.openalex.org/works?filter=author.id:A5043896739,6,21,US
https://openalex.org/A5057226228,Balázs Vedres,https://api.openalex.org/works?filter=author.id:A5057226228,16,85,GB
https://openalex.org/A5090414289,Bao Tran Truong,https://api.openalex.org/works?filter=author.id:A5090414289,4,18,US
https://openalex.org/A5019502931,Barbara Keller,https://api.openalex.org/works?filter=author.id:A5019502931,24,257,DE
https://openalex.org/A5077808173,Model-Based Approach,https://api.openalex.org/works?filter=author.id:A5077808173,0,1,Unknown
https://openalex.org/A5011077465,Beatrice Rammstedt,https://api.openalex.org/works?filter=author.id:A5011077465,39,238,DE
https://openalex.org/A5036868218,Bedoor AlShebli,https://api.openalex.org/works?filter=author.id:A5036868218,13,36,AE
https://openalex.org/A5100423735,Beibei Li,https://api.openalex.org/works?filter=author.id:A5100423735,24,109,CN
https://openalex.org/A5005840933,Bennard Doornbos,https://api.openalex.org/works?filter=author.id:A5005840933,19,59,NL
https://openalex.org/A5054308726,Bernardo García Bulle Bueno,https://api.openalex.org/works?filter=author.id:A5054308726,5,14,US
https://openalex.org/A5099030407,Bertram F Malle,https://api.openalex.org/works?filter=author.id:A5099030407,0,1,US
https://openalex.org/A5041993985,Bethany Hsiao,https://api.openalex.org/works?filter=author.id:A5041993985,0,1,US
https://openalex.org/A5024920559,Beverly Laher,https://api.openalex.org/works?filter=author.id:A5024920559,2,8,MW
https://openalex.org/A5011857931,Bhargav Srinivasa Desikan,https://api.openalex.org/works?filter=author.id:A5011857931,6,20,GB
https://openalex.org/A5100372375,Bin Wang,https://api.openalex.org/works?filter=author.id:A5100372375,111,631,CN
https://openalex.org/A5095397367,Black Box,https://api.openalex.org/works?filter=author.id:A5095397367,1,1,US
https://openalex.org/A5086259064,Blas Kolic,https://api.openalex.org/works?filter=author.id:A5086259064,2,5,GB
https://openalex.org/A5036567880,Bojan Kostic,https://api.openalex.org/works?filter=author.id:A5036567880,2,5,DK
https://openalex.org/A5065012032,Boston Area,https://api.openalex.org/works?filter=author.id:A5065012032,1,1,Unknown
https://openalex.org/A5007077429,Bradley Spahn,https://api.openalex.org/works?filter=author.id:A5007077429,2,6,US
https://openalex.org/A5014395817,Bramantyo Ibrahim Supriyatno,https://api.openalex.org/works?filter=author.id:A5014395817,1,1,US
https://openalex.org/A5076193392,Brenda Curtis,https://api.openalex.org/works?filter=author.id:A5076193392,25,145,US
https://openalex.org/A5034550396,Brennan Klein,https://api.openalex.org/works?filter=author.id:A5034550396,14,64,US
https://openalex.org/A5015711710,Brian Uzzi,https://api.openalex.org/works?filter=author.id:A5015711710,51,192,US
https://openalex.org/A5112779500,Briony Swire,https://api.openalex.org/works?filter=author.id:A5112779500,6,7,AU
https://openalex.org/A5048877432,Bruno Lepri,https://api.openalex.org/works?filter=author.id:A5048877432,47,346,IT
https://openalex.org/A5104420874,Bruno Zamengo,https://api.openalex.org/works?filter=author.id:A5104420874,1,1,Unknown
https://openalex.org/A5049954375,Burning Man,https://api.openalex.org/works?filter=author.id:A5049954375,0,1,Unknown
https://openalex.org/A5066089123,Byungkyu Lee,https://api.openalex.org/works?filter=author.id:A5066089123,13,186,US
https://openalex.org/A5041649856,Calvin Yixiang Cheng,https://api.openalex.org/works?filter=author.id:A5041649856,3,8,GB
https://openalex.org/A5102178814,Camelia Oprea,https://api.openalex.org/works?filter=author.id:A5102178814,4,10,DE
https://openalex.org/A5019218689,Cameron Lai,https://api.openalex.org/works?filter=author.id:A5019218689,1,5,JP
https://openalex.org/A5032110850,Camille Roth,https://api.openalex.org/works?filter=author.id:A5032110850,24,140,FR
https://openalex.org/A5038225532,Camille Testard,https://api.openalex.org/works?filter=author.id:A5038225532,9,23,US
https://openalex.org/A5056226566,Carina Ines Hausladen,https://api.openalex.org/works?filter=author.id:A5056226566,6,40,CH
https://openalex.org/A5016227218,Carlos Callejo Peñalba,https://api.openalex.org/works?filter=author.id:A5016227218,0,1,Unknown
https://openalex.org/A5084282503,Carlos Castillo,https://api.openalex.org/works?filter=author.id:A5084282503,70,569,CL
https://openalex.org/A5026615246,Carlos Fernández,https://api.openalex.org/works?filter=author.id:A5026615246,43,422,GB
https://openalex.org/A5014031647,Carmine Spagnuolo,https://api.openalex.org/works?filter=author.id:A5014031647,13,60,IT
https://openalex.org/A5072186861,Carolina Coimbra Vieira,https://api.openalex.org/works?filter=author.id:A5072186861,4,21,DE
https://openalex.org/A5053964934,case study,https://api.openalex.org/works?filter=author.id:A5053964934,0,1,Unknown
https://openalex.org/A5053806434,Casey Randazzo,https://api.openalex.org/works?filter=author.id:A5053806434,2,8,NL
https://openalex.org/A5021170243,Cassandra Overney,https://api.openalex.org/works?filter=author.id:A5021170243,4,11,US
https://openalex.org/A5072698515,Lucas Castro Torres,https://api.openalex.org/works?filter=author.id:A5072698515,5,27,BR
https://openalex.org/A5038331765,Catalina Vajiac,https://api.openalex.org/works?filter=author.id:A5038331765,3,13,US
https://openalex.org/A5055434105,Caterina Suitner,https://api.openalex.org/works?filter=author.id:A5055434105,19,107,IT
https://openalex.org/A5043042941,Cecilia Monge,https://api.openalex.org/works?filter=author.id:A5043042941,11,47,US
https://openalex.org/A5086827245,Ceren Budak,https://api.openalex.org/works?filter=author.id:A5086827245,22,103,US
https://openalex.org/A5105698920,Cesar Augusto Marin Tobon,https://api.openalex.org/works?filter=author.id:A5105698920,13,29,CH
https://openalex.org/A5006681226,Chanuwas Aswamenakul,https://api.openalex.org/works?filter=author.id:A5006681226,2,5,US
https://openalex.org/A5053397364,Chao Yu,https://api.openalex.org/works?filter=author.id:A5053397364,46,228,US
https://openalex.org/A5083980012,Charalampos Saitis,https://api.openalex.org/works?filter=author.id:A5083980012,13,88,GB
https://openalex.org/A5075497327,Charles Rahal,https://api.openalex.org/works?filter=author.id:A5075497327,9,46,GB
https://openalex.org/A5076620228,Cheng Pan,https://api.openalex.org/works?filter=author.id:A5076620228,24,130,CN
https://openalex.org/A5010449128,Cheng Yang,https://api.openalex.org/works?filter=author.id:A5010449128,52,236,CN
https://openalex.org/A5110130494,Chi Yen,https://api.openalex.org/works?filter=author.id:A5110130494,19,107,CN
https://openalex.org/A5028705781,Chiara Chiavenna,https://api.openalex.org/works?filter=author.id:A5028705781,5,14,IT
https://openalex.org/A5056247832,Chloe Ahn,https://api.openalex.org/works?filter=author.id:A5056247832,3,4,US
https://openalex.org/A5086659454,Chloe Eggleston,https://api.openalex.org/works?filter=author.id:A5086659454,0,3,US
https://openalex.org/A5080376515,Chris Baber,https://api.openalex.org/works?filter=author.id:A5080376515,45,417,GB
https://openalex.org/A5068508539,Chris Callison-Burch,https://api.openalex.org/works?filter=author.id:A5068508539,61,383,US
https://openalex.org/A5090222665,Christa Brelsford,https://api.openalex.org/works?filter=author.id:A5090222665,15,76,US
https://openalex.org/A5072694648,Christian Almenar,https://api.openalex.org/works?filter=author.id:A5072694648,1,3,Unknown
https://openalex.org/A5003546846,Christian S. Czymara,https://api.openalex.org/works?filter=author.id:A5003546846,14,52,DE
https://openalex.org/A5033521118,Christian Staal Bruun Overgaard,https://api.openalex.org/works?filter=author.id:A5033521118,5,10,US
https://openalex.org/A5012631395,Christian Strippel,https://api.openalex.org/works?filter=author.id:A5012631395,7,44,DE
https://openalex.org/A5076968482,Christine Vega-Pourheydarian,https://api.openalex.org/works?filter=author.id:A5076968482,1,5,US
https://openalex.org/A5022550400,Christoffer Florczak,https://api.openalex.org/works?filter=author.id:A5022550400,3,16,DK
https://openalex.org/A5062364819,Christoph Bartenhagen,https://api.openalex.org/works?filter=author.id:A5062364819,25,126,PL
https://openalex.org/A5037204027,Christoph Kern,https://api.openalex.org/works?filter=author.id:A5037204027,36,157,DE
https://openalex.org/A5081614562,Christoph Stadtfeld,https://api.openalex.org/works?filter=author.id:A5081614562,22,60,CH
https://openalex.org/A5093438347,CHRISTOPHER BAIL,https://api.openalex.org/works?filter=author.id:A5093438347,1,1,Unknown
https://openalex.org/A5002034958,Christopher M. Danforth,https://api.openalex.org/works?filter=author.id:A5002034958,33,209,US
https://openalex.org/A5069885186,Ciro Cattuto,https://api.openalex.org/works?filter=author.id:A5069885186,52,230,IT
https://openalex.org/A5088505613,Claire Glanois,https://api.openalex.org/works?filter=author.id:A5088505613,7,24,DK
https://openalex.org/A5096066811,Clara Bersch,https://api.openalex.org/works?filter=author.id:A5096066811,0,3,DE
https://openalex.org/A5038812629,Clara Boothby,https://api.openalex.org/works?filter=author.id:A5038812629,4,9,US
https://openalex.org/A5071847256,Clara Vandeweerdt,https://api.openalex.org/works?filter=author.id:A5071847256,6,34,DK
https://openalex.org/A5060256587,Claudia Acciai,https://api.openalex.org/works?filter=author.id:A5060256587,4,14,DK
https://openalex.org/A5044130443,Claudia Wagner,https://api.openalex.org/works?filter=author.id:A5044130443,31,182,DE
https://openalex.org/A5048056611,Clemens Stachl,https://api.openalex.org/works?filter=author.id:A5048056611,19,81,CH
https://openalex.org/A5062898997,Clodomir Santana,https://api.openalex.org/works?filter=author.id:A5062898997,9,30,GB
https://openalex.org/A5051642685,Cornelius Puschmann,https://api.openalex.org/works?filter=author.id:A5051642685,27,97,DE
https://openalex.org/A5002012048,Corrado Monti,https://api.openalex.org/works?filter=author.id:A5002012048,10,57,IT
https://openalex.org/A5043908500,Cuihua Shen,https://api.openalex.org/works?filter=author.id:A5043908500,29,90,US
https://openalex.org/A5040468715,Cynthia Rudin,https://api.openalex.org/works?filter=author.id:A5040468715,54,405,US
https://openalex.org/A5096123949,Daily life,https://api.openalex.org/works?filter=author.id:A5096123949,0,1,Unknown
https://openalex.org/A5012429628,Damian Serwata,https://api.openalex.org/works?filter=author.id:A5012429628,1,3,PL
https://openalex.org/A5071797963,Damian Trilling,https://api.openalex.org/works?filter=author.id:A5071797963,24,121,NL
https://openalex.org/A5024051599,Damiano Maria Morando,https://api.openalex.org/works?filter=author.id:A5024051599,0,2,Unknown
https://openalex.org/A5027079032,Daniel B. Larremore,https://api.openalex.org/works?filter=author.id:A5027079032,35,129,US
https://openalex.org/A5073734735,Daniel Matter,https://api.openalex.org/works?filter=author.id:A5073734735,8,30,DE
https://openalex.org/A5090183461,Daniel S. Nagin,https://api.openalex.org/works?filter=author.id:A5090183461,102,329,US
https://openalex.org/A5002984043,Daniel Romero,https://api.openalex.org/works?filter=author.id:A5002984043,12,99,CU
https://openalex.org/A5047489389,Daniel Scott Smith,https://api.openalex.org/works?filter=author.id:A5047489389,25,182,US
https://openalex.org/A5115637419,Daniel Torren Peraire,https://api.openalex.org/works?filter=author.id:A5115637419,0,1,Unknown
https://openalex.org/A5079162755,Daniel Valdenegro,https://api.openalex.org/works?filter=author.id:A5079162755,11,27,GB
https://openalex.org/A5020744129,Daniela Paolotti,https://api.openalex.org/works?filter=author.id:A5020744129,27,157,IT
https://openalex.org/A5028327260,Daniela Perrotta,https://api.openalex.org/works?filter=author.id:A5028327260,15,37,DE
https://openalex.org/A5013398154,Daniela Valdes,https://api.openalex.org/works?filter=author.id:A5013398154,2,12,US
https://openalex.org/A5063479628,Daniele Rama,https://api.openalex.org/works?filter=author.id:A5063479628,5,61,IT
https://openalex.org/A5087685141,Darko Stojilović,https://api.openalex.org/works?filter=author.id:A5087685141,6,12,RS
https://openalex.org/A5031386218,Darren P. Croft,https://api.openalex.org/works?filter=author.id:A5031386218,58,203,GB
https://openalex.org/A5093895823,Darya Zare,https://api.openalex.org/works?filter=author.id:A5093895823,0,5,IR
https://openalex.org/A5002041772,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5002041772,34,158,US
https://openalex.org/A5099445617,Data Augmentation,https://api.openalex.org/works?filter=author.id:A5099445617,0,1,US
https://openalex.org/A5046890578,David Axelrod,https://api.openalex.org/works?filter=author.id:A5046890578,24,334,US
https://openalex.org/A5100766043,David García,https://api.openalex.org/works?filter=author.id:A5100766043,58,335,ES
https://openalex.org/A5024643928,David Joachim,https://api.openalex.org/works?filter=author.id:A5024643928,1,12,Unknown
https://openalex.org/A5103136135,David Joyner,https://api.openalex.org/works?filter=author.id:A5103136135,20,223,US
https://openalex.org/A5046126345,David Jurgens,https://api.openalex.org/works?filter=author.id:A5046126345,35,194,US
https://openalex.org/A5017534262,David A. Lagnado,https://api.openalex.org/works?filter=author.id:A5017534262,41,257,GB
https://openalex.org/A5017444948,David Lusseau,https://api.openalex.org/works?filter=author.id:A5017444948,62,252,NZ
https://openalex.org/A5086934220,David Mimno,https://api.openalex.org/works?filter=author.id:A5086934220,39,149,US
https://openalex.org/A5068251706,David Page,https://api.openalex.org/works?filter=author.id:A5068251706,31,178,US
https://openalex.org/A5108092883,David Rand,https://api.openalex.org/works?filter=author.id:A5108092883,1,1,US
https://openalex.org/A5054707908,David Rothschild,https://api.openalex.org/works?filter=author.id:A5054707908,27,225,US
https://openalex.org/A5043278211,David Sánchez,https://api.openalex.org/works?filter=author.id:A5043278211,40,245,ES
https://openalex.org/A5019051904,Davide Vega,https://api.openalex.org/works?filter=author.id:A5019051904,12,57,SE
https://openalex.org/A5004281470,Deb Roy,https://api.openalex.org/works?filter=author.id:A5004281470,42,289,US
https://openalex.org/A5032463780,Debora Nozza,https://api.openalex.org/works?filter=author.id:A5032463780,18,79,IT
https://openalex.org/A5098434584,Deep Learning,https://api.openalex.org/works?filter=author.id:A5098434584,1,1,ES
https://openalex.org/A5001276944,Delphine De Moor,https://api.openalex.org/works?filter=author.id:A5001276944,5,20,GB
https://openalex.org/A5067592463,Dennis Assenmacher,https://api.openalex.org/works?filter=author.id:A5067592463,9,49,DE
